Car	0	0.244452	1.26374	0	8.33743	-16.6019	0	-2.67619	-43	
Car	0	0.229128	1.37827	0	8.35352	-13.7914	0	-2.59699	-43	
Car	0	1.01189	1.71486	0	9.1574	-11.3176	0	-2.46131	-43	
Car	0	0.32289	1.46135	0	8.78187	-5.68664	0	-2.14544	-43	
Car	0	0.282233	1.67826	0	13.3262	-11.2796	0	-2.27321	-43	
Car	0	0.262819	0.637407	0	14.3096	-6.59746	0	-2.0028	-43	
Car	0	1.01032	0.897763	0	14.3447	-2.80722	0	-1.76405	-43	
Car	0	0.629516	1.32032	0	6.83061	7.6727	0	0.727401	55	
Car	0	0.306604	1.17904	0	2.39412	13.7605	0	0.172261	55	
Car	0	0.294336	1.41614	0	1.50335	16.237	0	0.092325	53	
Car	0	0.668352	1.24139	0	0.269668	18.4917	0	0.0145821	51	
