Car	0	0.815444	1.40768	0	8.48215	2.32378	0	1.3034	38	
Car	0	2.96602	1.74284	0	6.40588	3.80197	0	1.03516	41	
Car	0	0.501717	1.47095	0	3.02708	3.59995	0	0.699168	42	
Car	0	2.2592	0.205199	0	0.287835	6.25132	0	0.0460114	43	
Car	0	0.0692497	1.32659	0	3.95314	7.9835	0	0.459771	43	
Car	0	1.28969	2.15458	0	2.68131	9.05313	0	0.287943	43	
Car	0	3.4276	1.75902	0	3.96247	-4.71129	0	-2.44231	-18	
Car	0	0.490264	1.37105	0	2.19948	-6.80621	0	-2.82903	-18	
Car	0	0.33124	1.15146	0	1.9454	-9.64432	0	-2.94255	-18	
Car	0	1.00331	1.52472	0	1.47996	-12.4411	0	-3.02319	-19	
