Car	0	3.49255	1.51883	0	4.17797	-9.92676	0	-2.74322	-51	
Car	0	0.167263	1.53923	0	10.1948	-16.8052	0	-2.5963	-51	
Car	0	0.22983	1.17579	0	11.6575	-7.17021	0	-2.12223	-4	
Car	0	0.122612	0.926591	0	10.5534	-4.83363	0	-2.0003	9	
Car	0	0.28927	1.14906	0	8.4183	-2.62388	0	-1.87294	9	
Car	0	0.424666	1.59254	0	4.81188	1.38076	0	1.29136	10	
Car	0	0.490313	1.64126	0	12.0626	0.213227	0	1.55312	10	
Car	0	2.96569	1.62681	0	4.85186	3.95288	0	0.887147	14	
Car	0	3.15564	1.44488	0	3.29071	19.8948	0	0.163921	65	
Car	0	2.57898	1.30325	0	0.978519	20.6446	0	0.0473629	64	
