Car	0	0.763937	1.38203	0	11.8506	-7.89261	0	-2.15834	4	
Car	0	0.0688944	0.975026	0	10.5636	-5.51166	0	-2.0517	4	
Car	0	0.117961	1.20905	0	8.47904	-3.28588	0	-1.94051	4	
Car	0	0.532523	1.6096	0	5.22409	0.93461	0	1.39377	3	
Car	0	2.959	1.50131	0	5.29895	3.49715	0	0.987444	4	
Car	0	0.346798	1.71332	0	12.2689	-0.650576	0	-1.62377	4	
Car	0	0.108691	0.626444	0	9.61619	3.74084	0	1.1998	4	
Car	0	3.74701	1.53361	0	3.98615	-10.383	0	-2.77503	-54	
Car	0	2.29729	0.911938	0	8.7725	27.3399	0	0.31049	28	
Car	0	1.27453	1.4074	0	4.19219	18.6104	0	0.221562	57	
Car	0	3.65423	1.47583	0	2.51004	20.951	0	0.119237	63	
