Car	0	3.41022	1.81742	0	3.96885	-4.75039	0	-2.44559	-18	
Car	0	0.498237	1.37651	0	2.21379	-6.83492	0	-2.82836	-17	
Car	0	0.327632	1.21383	0	1.94662	-9.65669	0	-2.94268	-18	
Car	0	1.01659	1.55035	0	1.50833	-12.4724	0	-3.02124	-17	
Car	0	0.933264	1.30072	0	8.58728	2.27678	0	1.31163	52	
Car	0	0.397887	1.4298	0	5.53328	2.83716	0	1.09701	50	
Car	0	0.382453	1.52732	0	3.07757	3.57012	0	0.711441	51	
Car	0	2.23432	0.214339	0	0.302331	6.18584	0	0.0488358	52	
Car	0	0.0725822	1.31702	0	4.02099	7.94526	0	0.468506	44	
Car	0	1.28577	1.36295	0	2.403	9.39969	0	0.250286	44	
