Car	0	0.204536	1.18353	0	8.03805	8.03986	0	0.785285	45	
Car	0	2.01249	1.15845	0	3.88169	14.2565	0	0.26583	44	
Car	0	0.518169	1.34711	0	2.4613	16.2982	0	0.149883	42	
Car	0	0.813519	1.34855	0	1.17008	18.5938	0	0.0628459	45	
Car	0	0.640229	0.354178	0	0.00176559	20.2399	0	8.72333e-05	44	
Car	0	0.263195	1.43454	0	8.68538	-16.7713	0	-2.66375	-43	
Car	0	0.226809	1.39061	0	8.78421	-13.9513	0	-2.57967	-43	
Car	0	0.258046	1.44111	0	9.23489	-11.3288	0	-2.45767	-43	
Car	0	0.531137	1.50457	0	9.33809	-5.94264	0	-2.13754	-43	
Car	0	0.325451	1.72657	0	13.7233	-11.6169	0	-2.27326	-43	
