Car	0	3.18023	1.47424	0	3.35289	19.8647	0	0.16721	63	
Car	0	2.92117	1.42561	0	1.10105	20.8063	0	0.0528698	63	
Car	0	1.67291	0.414567	0	-0.745711	21.5211	0	-0.0346364	62	
Car	0	3.65691	1.51977	0	4.19081	-10.0431	0	-2.74628	-50	
Car	0	3.0432	1.58501	0	4.92484	3.95699	0	0.89394	10	
Car	0	0.464268	1.59949	0	4.86386	1.34811	0	1.30041	9	
Car	0	0.0394626	0.451743	0	9.10413	4.49166	0	1.11247	10	
Car	0	0.287256	1.6687	0	11.9884	0.0965875	0	1.56274	10	
Car	0	0.200818	1.10775	0	8.38065	-2.65312	0	-1.87739	10	
Car	0	0.119683	1.06867	0	10.5509	-4.8899	0	-2.00478	10	
Car	0	0.735044	1.31505	0	11.9354	-7.06244	0	-2.10511	2	
Car	0	0.236122	1.55205	0	10.2079	-16.8075	0	-2.59579	-63	
