Car	0	0.645694	1.14226	0	6.73427	7.6636	0	0.720941	46	
Car	0	0.196733	1.35593	0	2.30798	13.8258	0	0.165407	44	
Car	0	0.170533	1.28528	0	1.44203	16.233	0	0.0886007	43	
Car	0	0.824427	1.34132	0	0.209655	18.6293	0	0.0112536	42	
Car	0	0.175652	1.27033	0	8.30237	-16.5646	0	-2.67698	-35	
Car	0	0.118564	1.51505	0	8.38457	-13.7334	0	-2.59347	-35	
Car	0	0.362288	1.50475	0	8.84165	-11.1573	0	-2.47147	-30	
Car	0	0.26969	1.46365	0	8.75153	-5.68501	0	-2.14689	-30	
Car	0	0.287508	1.66731	0	13.3312	-11.2949	0	-2.27369	-30	
Car	0	0.136597	0.677995	0	14.2804	-6.58443	0	-2.00283	-29	
Car	0	0.886527	0.963125	0	14.3921	-2.76399	0	-1.76054	-29	
